jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning
JLPT2,場所,ばしょ,"place, space"
JLPT0,読み方,よみかた,"way of reading, reading"
JLPT2,育つ,そだつ,"be brought up, grow"
JLPT1,ソフト,ソフト,"software, programme"
JLPT4,風,かぜ,wind
JLPT0,ウィスキー,ウィスキー,whisky
JLPT1,取引,とりひき,"transaction, dealings"
JLPT4,ボタン,ボタン,button
JLPT0,押さえる,おさえる,hold down
JLPT2,ピアノ,ピアノ,piano
JLPT3,慣れる,なれる,grow accustomed to
JLPT3,習慣,しゅうかん,"custom, habit"
JLPT4,何,なん,"what, which"
JLPT4,問題,もんだい,"problem, question"
JLPT3,最近,さいきん,"late, recent"
JLPT3,社会,しゃかい,society
JLPT2,部分,ぶぶん,"part, section"
JLPT2,これら,これら,these
JLPT3,簡単,かんたん,"simple, easy"
JLPT3,複雑,ふくざつ,"complicated, intricate"
JLPT2,人間,にんげん,"human being, people"
JLPT0,外国語,がいこくご,foreign language
JLPT2,数える,かぞえる,"count, calculate"
JLPT2,回す,まわす,"turn, rotate"
JLPT2,担当,たんとう,person in charge
JLPT2,本当,ほんとう,"truth, reality"
JLPT2,方法,ほうほう,"method, procedure"
JLPT3,法律,ほうりつ,law
JLPT3,経験,けいけん,experience
JLPT2,経つ,たつ,"pass, elapse"
JLPT3,経済,けいざい,"economy, economics"
JLPT3,工業,こうぎょう,"industry, manufacturing industry"
JLPT4,便利,べんり,"convenience, handiness"
JLPT2,製造,せいぞう,"production, manufacture"
JLPT3,必要,ひつよう,"need, necessity"
JLPT2,作業,さぎょう,"work, operation"
JLPT2,協力,きょうりょく,"cooperation, collaboration"
JLPT4,シャツ,シャツ,shirt
JLPT0,重さ,おもさ,weight
JLPT0,割り算,わりざん,division
JLPT3,残る,のこる,"remain, be left over"
JLPT4,ペン,ペン,pen
JLPT0,貸し出す,かしだす,"lend, lend out"
JLPT2,消しゴム,けしごむ,eraser
JLPT0,混む・込む,こむ・こむ,"be crowded, be congested"
JLPT2,期待,きたい,"expectation, anticipation"
JLPT2,期間,きかん,"term, period"
JLPT2,時期,じき,"time, season"
JLPT2,限る,かぎる,be limited to
JLPT3,急ぐ,いそぐ,"hurry, hasten"
JLPT2,急に,きゅうに,"suddenly, unexpectedly"
JLPT3,急行,きゅうこう,"express train, going in a hurry"
JLPT3,思い出す,おもいだす,"recollect, recall"
JLPT2,切れる,きれる,"run out, expire, can cut"
JLPT4,郵便局,ゆうびんきょく,post office
JLPT4,ナイフ,ナイフ,knife
JLPT4,切手,きって,postage stamp
JLPT2,チーズ,チーズ,cheese
JLPT2,売り切れ,うりきれ,"sellout, sold out"
JLPT4,切符,きっぷ,ticket
JLPT0,入場券,にゅうじょうけん,entrance ticket
JLPT2,家賃,やちん,rent
JLPT3,時代,じだい,"age, antiquity"
JLPT2,定期券,ていきけん,commuter's pass
JLPT3,予定,よてい,"schedule, plan"
JLPT3,天気予報,てんきよほう,weather forecast
JLPT4,カレンダー,カレンダー,calendar
JLPT3,予習,よしゅう,"preparation, previewing (a lesson)"
JLPT2,九,く,nine
JLPT3,予約,よやく,"reservation, subscription"
JLPT1,チャンネル,チャンネル,channel
JLPT2,変化,へんか,change
JLPT2,強化,きょうか,strengthening
JLPT3,文化,ぶんか,culture
JLPT3,増える,ふえる,"increase, accrue"
JLPT4,外国人,がいこくじん,foreigner
JLPT2,減る,へる,"decrease, diminish"
JLPT2,減らす,へらす,"decrease, reduce"
JLPT4,雨,あめ,rain
JLPT4,雪,ゆき,"snow, snowfall"
JLPT3,もし,もし,"if, in case of"
JLPT4,エレベーター,エレベーター,elevator
JLPT3,きっと,きっと,"surely, certainly"
JLPT0,ざあざあ,ざあざあ,"heavily, pouring"
JLPT4,ホテル,ホテル,hotel
JLPT3,必ず,かならず,"without fail, certainly"
JLPT4,夕方,ゆうがた,evening
JLPT4,コート,コート,"coat, jacket"
JLPT1,パジャマ,パジャマ,pajamas
JLPT4,そちら,そちら,"there, that way"
JLPT2,レインコート,レインコート,raincoat
JLPT4,上着,うわぎ,"coat, jacket"
JLPT3,役に立つ,やくにたつ,"be useful, be helpful"
JLPT3,席,せき,"seat, one's place"
JLPT3,空く,あく,become available or vacant
JLPT2,代える,かえる,"substitute, use in place of"
JLPT2,全国,ぜんこく,the whole country
JLPT4,降りる,おりる,"get off, land"
JLPT0,次男,じなん,second son
JLPT0,次女,じじょ,second daughter
JLPT2,方,かた,person　（polite form)
JLPT3,運ぶ,はこぶ,"carry, transport"
JLPT0,ウェーター,ウェーター,waiter
JLPT3,打つ,うつ,"hit, strike"
JLPT2,トラック,トラック,"truck, lorry"
JLPT4,動物,どうぶつ,animal
JLPT0,早く,はやく,"early, soon"
JLPT2,速達,そくたつ,"special delivery, express mail"
JLPT2,開始,かいし,beginning
JLPT2,制度,せいど,"system, organization"
JLPT2,株,かぶ,"stocks, shares"
JLPT4,テスト,テスト,"test, exam"
JLPT3,そろそろ,そろそろ,"soon, quietly"
JLPT0,車道,しゃどう,"road, roadway"
JLPT2,始めに,はじめに,"in the beginning, early in"
JLPT2,ほぼ,ほぼ,"almost, nearly"
JLPT3,やっと,やっと,"at last, finally"
JLPT2,現在,げんざい,"the present, present time"
JLPT2,実施,じっし,"enforcement, implementation"
JLPT2,事実,じじつ,"fact, truth"
JLPT2,通過,つうか,"passing, passage"
JLPT3,過ぎる,すぎる,"pass by, exceed"
JLPT2,過去,かこ,the past
JLPT1,発生,はっせい,"occurrence, happening"
JLPT3,出発,しゅっぱつ,"departure, starting"
JLPT2,発車,はっしゃ,"start, leave"
JLPT2,下り,くだり,"downhill, going down"
JLPT3,表,おもて,"front side, face, outside"
JLPT2,表,ひょう,"table, list"
JLPT4,手紙,てがみ,letter
JLPT2,ポスト,ポスト,"post box, letter box"
JLPT3,返事,へんじ,"answer, reply"
JLPT2,作品,さくひん,"work of art, piece"
JLPT4,雑誌,ざっし,"magazine, journal"
JLPT2,売店,ばいてん,"booth, store"
JLPT3,音,おと,"sound, noise"
JLPT2,工事,こうじ,construction
JLPT3,下げる,さげる,"lower, turn down"
JLPT3,びっくりする,びっくりする,surprised
JLPT3,うるさい,うるさい,"noisy, annoying, pesky"
JLPT3,変,へん,"strange, weird, funny"
JLPT3,音,おと,"sound, speech sound, Chinese pronunciation of a character"
JLPT3,生活,せいかつ,"life, living"
JLPT4,音楽,おんがく,music
JLPT0,段々,だんだん,"gradually, one after another"
JLPT4,薬,くすり,"drug, remedy, chemical"
JLPT4,歌,うた,song
JLPT2,歌手,かしゅ,singer
JLPT4,下手,へた,not good at
JLPT0,欲しがる,ほしがる,"desire, wish for, covet"
JLPT0,一部,いちぶ,part
JLPT4,絵,え,"picture, painting, drawing"
JLPT0,一人で,ひとりで,by oneself
JLPT4,話,はなし,"talk, story"
JLPT0,面白い,おもしろい,"interesting, amusing"
JLPT2,全然,ぜんぜん,"wholly, at all"
JLPT2,こんなに,こんなに,"this, so, such"
JLPT2,写る,うつる,"be taken, be seen through"
JLPT4,写真,しゃしん,photograph
JLPT0,真ん中,まんなか,"center, middle"
JLPT2,真っ白,まっしろ,pure-white
JLPT2,真っ暗,まっくら,pitch-dark
JLPT2,真っ黒,まっくろ,"deep-black, jet-black"
JLPT2,真っ青,まっさお,"deep-blue, pale (skin)"
JLPT4,空,そら,"sky, weather"
JLPT3,品物,しなもの,"article, thing"
JLPT2,青,あお,"blue, green, green light"
JLPT3,どっち,どっち,which
JLPT2,白,しろ,white
JLPT0,大型,おおがた,"large, large scale"
JLPT2,重要,じゅうよう,"important, essential"
JLPT2,種類,しゅるい,"kind, species"
JLPT3,直す,なおす,"repair, cure, alter"
JLPT2,真っ直ぐ,まっすぐ,"dead straight, honestly"
JLPT2,売り切れる,うりきれる,"be sold out, go out of stock"
JLPT2,三角,さんかく,triangle
JLPT2,四角,しかく,"square, quadrilateral"
JLPT2,四角い,しかくい,"square, four-sided"
JLPT0,曲,きょく,"song, melody, tune"
JLPT2,曲げる,まげる,"bend, curve"
JLPT2,交差点,こうさてん,"crossing, intersection"
JLPT4,角,かど,"corner, edge, angle"
JLPT2,四つ角,よつかど,"street corner, intersection"
JLPT0,曲がり角,まがりかど,corner
JLPT2,計算,けいさん,calculation
JLPT2,年度,ねんど,"year, school year"
JLPT2,間違い,まちがい,"mistake, error"
JLPT3,間違える,まちがえる,"mistake, confuse"
JLPT0,間違う,まちがう,"be mistaken, be incorrect"
JLPT3,世界,せかい,world
JLPT0,多く,おおく,"much, largely"
JLPT4,毎年,まいとし,every year
JLPT4,フィルム,フィルム,film
JLPT2,思い出,おもいで,"recollections, memory"
JLPT0,一昨年,おととし,the year before last
JLPT3,やっぱり,やっぱり,"just as I thought, after all"
JLPT3,利用,りよう,"utilization, usage"
JLPT4,返す,かえす,"return, repay"
JLPT0,がらがら,がらがら,empty
JLPT3,旅館,りょかん,Japanese inn
JLPT2,泊める,とめる,"lodge, give shelter"
JLPT2,トランプ,トランプ,"(a pack of) cards, (playing) cards"
JLPT0,おばさん,おばさん,aunt
JLPT0,ドル,ドル,dollar
JLPT4,洋服,ようふく,clothes
JLPT4,教室,きょうしつ,"classroom, class"
JLPT0,図書室,としょしつ,library
JLPT2,販売,はんばい,"sale, selling"
JLPT4,窓,まど,"window, windowpane"
JLPT2,土地,とち,land
JLPT2,届く,とどく,"reach, be received"
JLPT2,ずっと,ずっと,"all day, from start to finish"
JLPT3,運転,うんてん,drive
JLPT2,サラリーマン,サラリーマン,"office worker, salaried worker, company employee"
JLPT4,ネクタイ,ネクタイ,"tie, necktie"
JLPT3,ひげ,ひげ,"moustache, beard"
JLPT2,あくび,あくび,yawn
JLPT0,不動産屋,ふどうさんや,"real estate agent, realtor"
JLPT4,外国,がいこく,foreign country
JLPT4,買い物,かいもの,"shopping, purchase"
JLPT4,台所,だいどころ,kitchen
JLPT4,毎週,まいしゅう,every week
JLPT2,読み,よみ,"reading, judgment, foresight"
JLPT2,スープ,スープ,"soup, broth"
JLPT2,タイプライター,タイプライター,typewriter
JLPT4,レコード,レコード,record
JLPT0,似ている,にている,"look like, resemble"
JLPT2,どんどん,どんどん,knock
JLPT3,親切,しんせつ,"kind, friendly"
JLPT3,店員,てんいん,"clerk, salesperson"
JLPT3,会話,かいわ,conversation
JLPT0,不親切,ふしんせつ,"unkind, inattentive"
JLPT0,人々,ひとびと,people
JLPT4,家族,かぞく,"family, household"
JLPT2,万歳,ばんざい,Banzai! Hurrah! Long live...!
JLPT2,長女,ちょうじょ,eldest daughter
JLPT0,姉さん,ねえさん,"older sister, girl, miss"
JLPT3,高校,こうこう,high school
JLPT3,入学,にゅうがく,"enter a school, matriculate"
JLPT2,おしゃべり,おしゃべり,"chatter, talkative"
JLPT0,チョコレート,チョコレート,chocolate
JLPT4,二十歳,はたち,20 years old
JLPT3,数学,すうがく,mathematics
JLPT0,ゴルフ,ゴルフ,golf
JLPT3,アルバイト,アルバイト,"casual job, student job, part-time job"
JLPT0,バイク,バイク,"motorbike, motor cycle"
JLPT0,コーラ,コーラ,"cola, coke"
JLPT0,二階,にかい,"second floor, upstairs"
JLPT0,兄さん,にいさん,older brother
JLPT2,アイスクリーム,アイスクリーム,ice cream
JLPT3,安全,あんぜん,"safety, security"
JLPT2,合格,ごうかく,"passing an examination, eligibility"
JLPT4,練習,れんしゅう,"practice, training"
JLPT2,ピンク,ピンク,pink
JLPT0,引き算,ひきざん,subtraction
JLPT1,足し算,たしざん,addition
JLPT2,中学,ちゅうがく,junior high school
JLPT0,中学生,ちゅうがくせい,junior high school student
JLPT3,中学校,ちゅうがっこう,junior high school
JLPT2,小学生,しょうがくせい,"schoolchildren, schoolboy"
JLPT3,客,きゃく,"visitor, customer"
JLPT2,発表,はっぴょう,announcement
JLPT0,若者,わかもの,"young person, youth"
JLPT2,企業,きぎょう,"corporation, business"
JLPT3,計画,けいかく,"plan, project"
JLPT0,ロボット,ロボット,robot
JLPT0,パソコン,パソコン,personal computer
JLPT2,明らか,あきらか,"clear, obvious"
JLPT3,工場,こうじょう,"factory, plant"
JLPT2,代表,だいひょう,representative
JLPT2,能力,のうりょく,"ability, capacity"
JLPT3,運動,うんどう,"movement, exercise"
JLPT2,要求,ようきゅう,"requirement, demand"
JLPT2,実行,じっこう,"practice, execution"
JLPT0,まとめる,まとめる,"gather together, put in order"
JLPT2,残す,のこす,"leave, reserve, leave undone"
JLPT2,言語,げんご,"language, speech"
JLPT3,教育,きょういく,education
JLPT2,同様,どうよう,similar
JLPT2,当時,とうじ,"at that time, at the present time"
JLPT2,海外,かいがい,"overseas, abroad"
JLPT4,映画,えいが,movie
JLPT0,帰国,きこく,return to one's country
JLPT3,遅れる,おくれる,be late
JLPT3,移る,うつる,"move, shift"
JLPT4,旅行,りょこう,"travel, trip"
JLPT2,マンション,マンション,"apartment, apartment block, condominium"
JLPT3,育てる,そだてる,"bring up, breed"
JLPT0,明るい,あかるい,"bright, cheerful"
JLPT4,借りる,かりる,borrow
JLPT3,立てる,たてる,"stand, set up, establish"
JLPT4,アパート,アパート,"apartment, flat, apartment house"
JLPT2,長男,ちょうなん,eldest son
JLPT4,黒い,くろい,"black, dark"
JLPT2,受け取る,うけとる,"receive, understand"
JLPT4,渡す,わたす,"carry across, hand over"
JLPT0,グラフ,グラフ,"chart, graph"
JLPT4,ラジオ,ラジオ,radio
JLPT4,兄弟,きょうだい,sibling
JLPT3,運転手,うんてんしゅ,driver
JLPT2,見送る,みおくる,see (someone) off
JLPT3,おかしい,おかしい,"strange, peculiar, suspicious"
JLPT4,荷物,にもつ,"baggage, load"
JLPT4,貸す,かす,"lend, lease"
JLPT3,人形,にんぎょう,doll
JLPT2,銀,ぎん,silver
JLPT3,届ける,とどける,"deliver, give notice"
JLPT3,金持ち,かねもち,wealthy person
JLPT2,ボール,ボール,ball
JLPT3,オートバイ,オートバイ,"motorbike, motorcycle"
JLPT4,習う,ならう,"learn, practice"
JLPT0,左手,ひだりて,left hand
JLPT3,着物,きもの,"clothes, kimono"
JLPT4,映画館,えいがかん,movie theater
JLPT2,スイッチ,スイッチ,switch
JLPT2,テニス,テニス,tennis
JLPT3,おかしい,おかしい,"funny, amusing, comical"
JLPT2,真面目,まじめ,"serious, sober, earnest"
JLPT2,申し込む,もうしこむ,"apply, make a proposal"
JLPT2,バイオリン,バイオリン,violin
JLPT2,配達,はいたつ,delivery
JLPT2,アルバム,アルバム,album
JLPT4,スカート,スカート,skirt
JLPT4,物,もの,"thing, object"
JLPT0,この間,このあいだ,"the other day, recently"
JLPT2,ダンス,ダンス,"dance, dancing"
JLPT1,パチンコ,パチンコ,pachinko (vertical pinball)
JLPT4,つまらない,つまらない,"boring, dull"
JLPT0,書き方,かきかた,"how to write, way of writing"
JLPT2,スチュワーデス,スチュワーデス,flight attendant
JLPT4,ワイシャツ,ワイシャツ,"(business) shirt, (white) shirt"
JLPT2,ブラウス,ブラウス,blouse
JLPT3,ステレオ,ステレオ,stereo
JLPT2,早口,はやくち,fast talking
JLPT0,色々,いろいろ,in various ways
JLPT2,降ろす,おろす,"unload, set down"
JLPT2,にこにこ,にこにこ,smile
JLPT2,アイロン,アイロン,iron
JLPT0,イヤリング,イヤリング,earrings
JLPT0,ガールフレンド,ガールフレンド,girlfriend
JLPT2,どきどき,どきどき,"feel excited, feel nervous"
JLPT0,一昨日,おととい,day before yesterday
JLPT0,ぺらぺら,ぺらぺら,fluently
JLPT1,エアメール,エアメール,airmail
JLPT0,やけど,やけど,burn
JLPT0,大人しい,おとなしい,"gentle, quiet, subdued"
JLPT0,上がる,あがる,"get nervous, get stage fright"
JLPT0,空手,からて,"karate, empty hand"
JLPT2,金,きん,"gold, sum of money, Friday"
JLPT0,年上,としうえ,"older, senior"
JLPT0,昼過ぎ,ひるすぎ,early afternoon
JLPT1,結合,けつごう,"combination, joining"
JLPT0,私たち,わたしたち,we
JLPT3,教会,きょうかい,church
JLPT4,先月,せんげつ,last month
JLPT2,結果,けっか,"result, outcome"
JLPT4,果物,くだもの,fruit
JLPT1,課題,かだい,"task, problem"
JLPT2,課,か,"section, division, lesson"
JLPT2,表現,ひょうげん,expression
JLPT2,立場,たちば,"standpoint, position"
JLPT3,おもちゃ,おもちゃ,"toy, plaything"
JLPT3,乗り物,のりもの,"vehicle, conveyance"
JLPT2,自習,じしゅう,"self-study, self-teaching"
JLPT3,理由,りゆう,"reason, cause"
JLPT3,自由,じゆう,freedom
JLPT3,変わる,かわる,change
JLPT2,信じる,しんじる,"believe, trust, have faith in"
JLPT2,信号,しんごう,"signal, traffic light"
JLPT2,赤,あか,"red, crimson"
JLPT4,頼む,たのむ,"ask, request"
JLPT2,市民,しみん,"citizens, townsmen"
JLPT2,決定,けってい,"decision, settlement"
JLPT2,報告,ほうこく,report
JLPT2,議員,ぎいん,legislator
JLPT3,会議,かいぎ,"conference, meeting"
JLPT1,発言,はつげん,"utterance, speech"
JLPT3,出席,しゅっせき,"attendance, presence"
JLPT2,コピー,コピー,"copy, photocopy"
JLPT2,配る,くばる,"hand out, distribute, allot"
JLPT0,昼前,ひるまえ,"in the morning, before noon"
JLPT1,開発,かいはつ,development
JLPT2,対立,たいりつ,"opposition, antagonism"
JLPT0,見方,みかた,"view, way of looking"
JLPT3,反対,はんたい,"oppose, object"
JLPT2,対する,たいする,"face, be in response to"
JLPT4,よく,よく,well
JLPT3,写す,うつす,"copy, photograph"
JLPT0,答え,こたえ,"answer, solution"
JLPT3,特に,とくに,"specially, particularly"
JLPT3,特急,とっきゅう,super-express
JLPT3,特別,とくべつ,"special, extraordinary"
JLPT2,別々,べつべつ,separately
JLPT3,別れる,わかれる,"separate, part from"
JLPT2,一般,いっぱん,"general, common"
JLPT2,目的,もくてき,"object, purpose"
JLPT2,産業,さんぎょう,industry
JLPT3,普通,ふつう,"normal, regular"
JLPT4,並ぶ,ならぶ,"line up, be parallel"
JLPT4,並べる,ならべる,"line up, display, set up"
JLPT3,ごちそう,ごちそう,"feast, treat"
JLPT2,平和,へいわ,"peace, harmony"
JLPT4,病院,びょういん,hospital
JLPT3,入院,にゅういん,be hospitalized
JLPT0,お医者さん,おいしゃさん,doctor
JLPT0,歯ブラシ,はぶらし,toothbrush
JLPT2,教科書,きょうかしょ,"textbook, schoolbook"
JLPT3,亡くなる,なくなる,"die, pass away"
JLPT3,昼間,ひるま,"daytime, day"
JLPT4,疲れる,つかれる,"get tired, become fatigued"
JLPT1,ふらふら,ふらふら,weak
JLPT2,禁煙,きんえん,"no smoking, giving up smoking"
JLPT2,酔っ払い,よっぱらい,"drunkard, boozer"
JLPT0,酔っ払う,よっぱらう,get drunk
JLPT4,もう,もう,"another, again"
JLPT4,コップ,コップ,"cup, glass"
JLPT4,危ない,あぶない,"dangerous, uncertain"
JLPT2,プラスチック,プラスチック,plastic
JLPT2,注目,ちゅうもく,"attention, notice"
